상호명,대표사진1,대표사진2,주소,맛 평점,가격 평점,응대 평점,평균 평점,전화번호,대표 리뷰,카테고리,분위기 태그,메뉴 정보,링크,운영시간
곤드레딱주기곤드레집,"<img alt=""곤드레딱주기곤드레집 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20210705150748_photo1_ZsQigd9d8ay5.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""곤드레딱주기곤드레집 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20210705150748_photo1_ZsQigd9d8ay5.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 성북로 12-3,5.0,5.0,3.0,4.33,정보없음,리뷰 없음,정보없음,분위기 깔끔한(1),"['곤드레딱주기정식 - 22,000원', '곤드레솥밥 - 15,000원', '홍어삼합大 - 60,000원', '홍어삼합中 - 52,000원', '홍어삼합小 - 43,000원', '보쌈大 - 50,000원', '보쌈中 - 42,000원', '보쌈小 - 33,000원', '보리굴비정식 - 35,000원', '더덕영양솥밥 - 15,000원', '나또솥밥 - 15,000원', '더덕구이 - 15,000원', '해물파전 - 19,000원', '도토리묵무침 - 15,000원', '황태구이 - 15,000원', '김치메밀전병 - 13,000원']",https://www.diningcode.com/profile.php?rid=ZsQigd9d8ay5,"['목: : 11:00 - 20:50', '금: 영업시간: 11:00 - 20:50', '토: 영업시간: 11:00 - 20:50', '일: 휴무일', '월: 영업시간: 11:00 - 20:50', '화: 영업시간: 11:00 - 20:50', '수: 영업시간: 11:00 - 20:50']"
츄스,"<img alt=""츄스 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240822103828_photo2_c8663e76bbd5.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""츄스 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240822103828_photo2_c8663e76bbd5.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 삼선교로16길 35,5.0,5.0,5.0,5.0,,통창으로 들어오는 햇살이 너무 좋았던 카페에요! 디저트도 넘넘 맛있어서 추천해요,"브런치, 파니니",분위기 예쁜(4) 깔끔한(4) 조용한(3) 지역주민이찾는(3) 숨은맛집(2)…더보기 서민적인(1) 캐주얼한(1) 가성비좋은(1),"['크로와상 스페셜 샌드위치 - 7,900원', '마카롱 세트(5~6구) - 11900~13900', '아메리카노 - 3,900원', '카페라떼 - 4,800원', '햄치즈 파니니 - 7,800원', '바질 햄치즈 파니니 - 8,800원', '할라피뇨 치킨 파니니 - 9,300원', '바질 치킨 파니니 - 9,300원', '매콤 닭다리살 파니니 - 9,300원', '소불고기 파니니 - 9,900원']",https://www.diningcode.com/profile.php?rid=aehi2jrstlEz,"['목: : 07:00 - 18:00', '금: 영업시간: 07:00 - 18:00', '토: 영업시간: 06:30 - 17:30', '일: 영업시간: 06:30 - 17:30', '월: 영업시간: 07:00 - 18:00', '화: 영업시간: 07:00 - 18:00', '수: 영업시간: 07:00 - 18:00']"
네임드에스프레소,"<img alt=""네임드에스프레소 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240929102845_photo2_a69bd0722ee1.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""네임드에스프레소 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240929102845_photo2_a69bd0722ee1.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 성북로6길 2-2,5.0,3.4,5.0,4.47,정보없음,리뷰 없음,정보없음,분위기 숨은맛집(2) 캐주얼한(2) 깔끔한(2) 조용한(2) 이국적/이색적(1)…더보기,"['핸드드립커피 - ', '스페셜티커피 코스 - 35,000원', '카페라떼 - 7,000원', '에스프레소 - 6,500원', '아메리카노 - 7,000원', '카푸치노 - 7,000원']",https://www.diningcode.com/profile.php?rid=biTU53YieK0A,"['목: : 10:00 - 20:00', '금: 영업시간: 10:00 - 19:00', '토: 영업시간: 10:00 - 20:00', '일: 영업시간: 10:00 - 19:00', '월: 휴무일', '화: 영업시간: 10:00 - 20:00', '수: 영업시간: 10:00 - 20:00']"
육대장,"<img alt=""육대장 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20200316082638402_photo_fc2419b171f1.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""육대장 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20200316082638402_photo_fc2419b171f1.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로5길 6,5.0,5.0,5.0,5.0,,"전체적으로 시설도 음식도 깔끔함
매운거 못먹는 아이들 위해서 사골시켰는데 파가 너무 살아있음","육개장, 육칼면",분위기 깔끔한(1),"['옛날전통육개장 - 11,000원', '부대육개장 - 12,000원', '부대전골 - 31,000원', '생육칼면 - 12,000원', '부대육개장(공기밥포함) - 13,000원', '불육개장(공기밥포함) - 12,000원', '황태설렁탕(공기밥포함) - 11,000원', '사골떡만두국 - 11,000원', '양지냉면 - 10,000원', '양지비빔냉면 - 10,000원', '육개장전골 - 29,000원', '한방보쌈 한판 - 16,000원', '불육개장 - 11,000원', '간장보쌈 - 23,000원', '보쌈무침 - 29,000원', '대장갈비찜(2~3인분) - 50,000원', '육즙가득한 만두 - 8,000원', '불생육칼면 - 12,000원', '불육칼면 - 12,000원', '부대생육칼면 - 13,000원', '부대육칼면 - 13,000원', '양지무침 - 21,000원', '차돌육개장(공기밥포함)(1인분) - 13,000원', '육설렁탕 - 10,000원', '대장갈비찜 - 50,000원', '짬뽕만두 - 5,000원', '공기밥 - 1,000원', '음료(콜라,사이다) - 2,000원', '황태설렁탕 - 8,000원', '옛날전통육개장(공기밥포함) - 12,000원', '육칼면 - 12,000원', '육설렁탕(공기밥포함) - 11,000원', '한방보쌈(대) - 41,000원', '한방보쌈(중) - 31,000원']",https://www.diningcode.com/profile.php?rid=cBE6KzW473ow,"['목: : 10:00 - 21:30', '금: 영업시간: 10:00 - 21:30', '토: 영업시간: 10:00 - 21:30', '일: 영업시간: 10:00 - 21:30', '월: 영업시간: 10:00 - 21:30', '화: 영업시간: 10:00 - 21:30', '수: 영업시간: 10:00 - 21:30']"
선류도,"<img alt=""선류도 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250212073937_photo2_3f37281b1da0.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""선류도 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250212073937_photo2_3f37281b1da0.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 삼선교로 31,5.0,4.5,5.0,4.83,정보없음,리뷰 없음,정보없음,분위기 지역주민이찾는(2) 가성비좋은(2) 푸짐한(2) 숨은맛집(2) 깔끔한(2)…더보기 조용한(2) 캐주얼한(1),"['선류회(中)2인이상 - 69,000원', '대광어(中)2인이상 - 74,000원', '선류도 정식 1인(2인이상 주문가능) - 32,000원', '대방어(中)2인이상 - 79,000원', '생연어(中)2인이상 - 54,000원', '단품초밥(大광어 / 연어) 10P - 22000~25000']",https://www.diningcode.com/profile.php?rid=cC4uYIPWHluh,"['목: : 14:00 - 23:30', '금: 영업시간: 14:00 - 23:30', '토: 영업시간: 13:00 - 23:30', '일: 영업시간: 13:00 - 23:30', '월: 영업시간: 14:00 - 23:30', '화: 영업시간: 14:00 - 23:30', '수: 영업시간: 14:00 - 23:30']"
서가네 왕손만두,"<img alt=""서가네 왕손만두 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250608111039398_photo_cb3c1bc75e7a.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""서가네 왕손만두 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250608111039398_photo_cb3c1bc75e7a.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 보문로 193,5.0,5.0,5.0,5.0,정보없음,리뷰 없음,정보없음,분위기 서민적인(2) 가성비좋은(1) 숨은맛집(1) 지역주민이찾는(1),"['왕손만두 5p(고기/김치/반반) - 6,000원', '통만두 6p(고기/김치/반반) - 5,000원', '칼국수 - 8,000원', '만두국(고기/김치/반반) - 8,000원', '열무냉국수(계절메뉴) - 7,000원', '콩국수(계절메뉴) - 8,000원', '새우만두 5p - 6,000원', '군만두 6p - 6,000원', '백미찐빵 5p - 6,000원', '흑미찐빵 5p - 6,000원', '만두국용만두 10p(고기/김치/반반) - 7,000원', '옥수수술빵(계절메뉴) - 4,000원', '잔치국수 - 5,000원', '비빔국수 - 7,000원']",https://www.diningcode.com/profile.php?rid=cOQDjYlhyrlq,"['목: : 10:00 - 22:00', '금: 영업시간: 10:00 - 22:00', '토: 영업시간: 10:00 - 22:00', '일: 영업시간: 10:00 - 22:00', '월: 영업시간: 10:00 - 22:00', '화: 영업시간: 10:00 - 22:00', '수: 영업시간: 10:00 - 22:00']"
이디야커피 한성대점,"<img alt=""이디야커피  대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20230831063715_photo2_c995f1553fc5.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""이디야커피  대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20230831063715_photo2_c995f1553fc5.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 삼선교로10길 45,5.0,5.0,5.0,5.0,정보없음,리뷰 없음,정보없음,분위기 깔끔한(1) 서민적인(1) 캐주얼한(1),"['카페 아메리카노 - 3,200원', '카페 라떼 - 4,200원', '토피 넛 라떼 - 4,200원', '바닐라 라떼 - 4,500원']",https://www.diningcode.com/profile.php?rid=e29zTj7zhcaZ,"['목: : 08:40 - 20:30', '금: 영업시간: 08:40 - 20:30', '토: 영업시간: 08:40 - 20:30', '일: 영업시간: 08:40 - 20:30', '월: 영업시간: 08:40 - 20:30', '화: 영업시간: 08:40 - 20:30', '수: 영업시간: 08:40 - 20:30']"
방목,"<img alt=""방목 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240202012614653_photo_2f603b5af459.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""방목 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240202012614653_photo_2f603b5af459.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로2길 21,5.0,5.0,5.0,5.0,정보없음,리뷰 없음,정보없음,분위기 시끌벅적한(3) 숨은맛집(2) 서민적인(2) 푸짐한(2) 가성비좋은(2)…더보기 지역주민이찾는(1),"['목살 600g - 42,000원', '삼겹 600g - 42,000원', '목/삼 반반 600g - 42,000원', '방목살 200g - 15,000원', '껍데기 600g - 18,000원']",https://www.diningcode.com/profile.php?rid=f6lxrDVML1xQ,"['목: : 16:00 - 00:00', '금: 영업시간: 16:00 - 00:00', '토: 영업시간: 15:00 - 00:00', '일: 영업시간: 15:00 - 00:00', '월: 영업시간: 16:00 - 00:00', '화: 영업시간: 16:00 - 00:00', '수: 영업시간: 16:00 - 00:00']"
맛있으면 돼지,"<img alt=""맛있으면 돼지 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20211014085026760_photo_15aff1843b38.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""맛있으면 돼지 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20211014085026760_photo_15aff1843b38.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로6길 3-4,5.0,5.0,5.0,5.0,정보없음,리뷰 없음,정보없음,분위기 숨은맛집(1) 깔끔한(1),"['통목살,통삼겹,통갈비(생) - 16,000원', '일품진로25°, 화요25° - 20,000원']",https://www.diningcode.com/profile.php?rid=fbXkBXT8kNMR,"['목: : 17:00 - 22:00', '금: 영업시간: 17:00 - 22:00', '토: 영업시간: 17:00 - 22:00', '일: 영업시간: 17:00 - 22:00', '월: 영업시간: 17:00 - 22:00', '화: 영업시간: 17:00 - 22:00', '수: 영업시간: 17:00 - 22:00']"
아삐에디,"<img alt=""아삐에디 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250608080049195_photo_98d7fe999ba5.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""아삐에디 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250608080049195_photo_98d7fe999ba5.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 삼선교로10길 26,5.0,5.0,5.0,5.0,정보없음,리뷰 없음,정보없음,분위기 숨은맛집(2) 캐주얼한(1) 지역주민이찾는(1),"['부라타 세미 드라이드 토마토 피짜 - 19,000원', '콰뜨로 포르마지 피짜 - 19,000원', '마르게리타 피짜 - 15,000원', '베이컨과대파올리브유 스파게티 - 10,000원', '토스카나식미트소스페투치네 - 14,000원', '포르치니버섯리조또 - 14,000원', '아스파라거스리조또 - 15,000원', '리코따치즈와구운가지토마토소스 스파게티 - 13,000원']",https://www.diningcode.com/profile.php?rid=gOoqOaFsCobg,"['목: : 11:30 - 21:30', '금: 영업시간: 11:30 - 21:30', '토: 영업시간: 11:30 - 21:30', '일: 휴무일', '월: 영업시간: 11:30 - 21:30', '화: 영업시간: 11:30 - 21:30', '수: 영업시간: 11:30 - 21:30']"
롯데리아한성대입구역점 한성대입구역점,"<img alt=""롯데리아한성대입구역점 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250315022853129_photo_84679eccf046.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""롯데리아한성대입구역점 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250315022853129_photo_84679eccf046.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로 2,5.0,5.0,4.0,4.67,정보없음,리뷰 없음,정보없음,분위기 서민적인(2) 캐주얼한(2) 가성비좋은(1) 푸짐한(1) 조용한(1)…더보기 예쁜(1) 깔끔한(1) 경관/야경이좋은(1),"['더블 한우불고기 - 13000~14900', '한우불고기버거 - 9000~10900', '순살치킨 풀팩 - 18,800원', '제로슈거콜라(R) - 2,700원', '토네이도 요거트맛 초코쿠키 - 4,200원', '토네이도 요거트맛 망고젤리 - 4,200원', '토네이도 요거트맛 스트로베리 - 4,200원', '토네이도 망고젤리 - 4,000원', '토네이도더블초코 - 4,000원', '토네이도초코쿠키 - 4,000원', '토네이도스트로베리 - 4,000원', '순살치킨 하프팩 - 11,800원', 'NEW 오징어 얼라이브버거 매운맛 세트 - 9,900원', 'NEW 오징어 얼라이브버거 블랙페퍼맛 세트 - 9,900원', '크랩 얼라이브버거 매운맛 세트 - 13,100원', '크랩 얼라이브버거 블랙페퍼맛 세트 - 13,100원', '나폴리맛피아 모짜렐라버거세트(토마토 바질) - 12,500원', '나폴리맛피아 모짜렐라버거세트(발사믹 바질) - 12,500원', '전주비빔라이스버거세트 - 10,500원', '리아 새우 베이컨 세트 - 9,600원', '핫크리스피버거 - 6200~8300', '리아 불고기 베이컨 세트 - 9,600원', '더블 클래식치즈버거 세트 - 10,500원', '더블 치킨버거 세트 - 9,300원', '더블 데리버거 세트 - 8,600원', '한우불고기버거 세트 - 12,200원', '더블 미라클버거 세트 - 10,500원', '더블엑스투버거 세트 - 10,500원', '핫크리스피치킨버거 세트 - 9,600원', '리아 사각새우 더블 세트 - 9,600원', '미라클버거 세트 - 9,200원', '리아 불고기 더블 - 7600~9600', '클래식치즈버거 세트 - 9,000원', '리아 불고기 세트 - 8,600원', '리아 새우 세트 - 8,600원', '티렉스버거 세트 - 8,600원', '치킨버거 세트 - 8,000원', '데리버거 세트 - 7,400원', 'NEW 오징어 얼라이브버거 매운맛 - 7,200원', 'NEW 오징어 얼라이브버거 블랙페퍼맛 - 7,200원', '크랩 얼라이브버거 매운맛 - 10,700원', '크랩 얼라이브버거 블랙페퍼맛 - 10,700원', '데리버거 - 3700~6100', '나폴리맛피아 모짜렐라버거(토마토 바질) - 9,900원', '나폴리맛피아 모짜렐라버거(발사믹 바질) - 9,900원', '전주비빔라이스버거 - 8,100원', '리아 새우 베이컨 - 6,900원', '리아 불고기 베이컨 - 6,900원', '더블 클래식치즈버거 - 8,000원', '더블 치킨버거 - 6,600원', '더블 데리버거 - 5,800원', '더블 한우불고기버거 - 13,800원', '리아 새우 - 5000~7300', '모짜렐라 인 더 버거 베이컨 - 8,800원', '리아 불고기 더블(빅불) - 8,400원', '더블 미라클버거 - 8,000원', '더블엑스투버거 - 8,000원', '핫크리스피치킨버거 - 7,000원', '리아 사각새우 더블 - 6,900원', '미라클버거 - 6,500원', '클래식치즈버거 - 6,300원', '리아 불고기 - 5,800원', '티렉스버거 - 5,800원', '치킨버거 - 5,100원', '치킨다리 하프팩(코울슬로) - 12,200원', '치킨다리 하프팩(포테이토) - 12,200원', '화이어윙 4조각 - 6,300원', '치킨휠레 4조각 - 6,100원', '화이어윙 2조각 - 4,000원', '치킨휠레 2조각 - 3,900원', '치킨다리 1조각 - 3,700원', '더블 한우불고기버거 세트 - 16,200원', '쥐포튀김(청양마요소스) - 5,000원', '못난이치즈감자 - 4,300원', '지파이 고소한맛(S) - 5,300원', '지파이 하바네로(L) - 6,300원', '양념너겟 - 4,100원', '통오징어링 - 3,600원', 'NEW 치킨너겟 - 3,900원', '치즈스틱 - 3,600원', '양념감자 - 3,400원', '포테이토 (L) - 3,300원', '모짜렐라 인 더 버거 베이컨 세트 - 11,300원', '롱치즈스틱 - 3,200원', '코울슬로 - 2,700원', '포테이토 (R) - 2,800원', '콜라 PET(1.25L) - 3,500원', '사이다 PET(1.25L) - 3,500원', '레몬에이드(L) - 3,700원', '레몬에이드(R) - 3,400원', '아이스티(L) - 3,300원', '아이스티(R) - 3,000원', '오렌지주스 PET(400ml) - 3,200원', '리아 불고기 더블(빅불) 세트 - 10,900원', '아이스카페라떼(살균우유) - 4,000원', '카페라떼(살균우유) - 4,000원', '아이스아메리카노(L) - 3,700원', '아이스아메리카노(R) - 3,200원', '아메리카노(T) - 3,200원', '펩시콜라 (L) - 2,900원', '칠성사이다 (L) - 2,900원', '제로슈거콜라(L) - 2,900원', '펩시콜라 (R) - 2,700원', '칠성사이다 (R) - 2,700원']",https://www.diningcode.com/profile.php?rid=h5qWkynOBaIx,"['목: : 09:00 - 23:00', '금: 영업시간: 09:00 - 01:30', '토: 영업시간: 09:00 - 01:30', '일: 영업시간: 09:00 - 01:30', '월: 영업시간: 09:00 - 23:00', '화: 영업시간: 09:00 - 23:00', '수: 영업시간: 09:00 - 23:00']"
도야짬뽕 한성대역점,"<img alt=""도야짬뽕 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250204094445_photo2_1845086ac085.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""도야짬뽕 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20250204094445_photo2_1845086ac085.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 삼선교로 2,5.0,4.0,4.5,4.5,정보없음,리뷰 없음,정보없음,분위기 서민적인(3) 캐주얼한(2) 가성비좋은(2) 지역주민이찾는(1) 숨은맛집(1)…더보기,"['도야볶음밥 - 8,000원', '탕수육 - 11,000원', '크림새우 - 20,000원', '칠리새우 - 20,000원', '깐풍새우 - 20,000원', '불고기잡채밥 - 10,000원', '해물짬뽕 - 10,000원', '해물백짬뽕 - 10,000원', '순두부짬뽕 - 10,000원', '마라짬뽕 - 10,000원', '해물쟁반짬뽕 - 22,000원', '고추잡채 - 19,000원', '도야짜장 - 6,500원', '깐풍기 - 19,000원', '해물짬뽕탕 - 21,000원', '유린기 - 19,000원', '도야짬뽕(보통) - 10,000원', '도야짬뽕(곱빼기) - 11,500원', '도야짜장면(보통) - 8,000원', '도야짜장면(곱빼기) - 9,500원', '소고기짬뽕(보통) - 12,000원', '소고기짬뽕(곱빼기) - 13,500원', '도야볶음밥(보통) - 9,000원', '도야짬뽕 - 8,500원', '도야볶음밥(곱빼기) - 10,500원', '해물쟁반짜장(2~3인) - 25,000원', '찹쌀탕수육(미니(1인추천)) - 13,000원', '찹쌀탕수육(소(2인추천)) - 19,000원', '찹쌀탕수육(중(3인추천)) - 26,000원', '찹쌀탕수육(대(4인추천)) - 32,000원', '[세트]짜장+미니탕수육 - 19,500원', '[세트]짬뽕+미니탕수육 - 21,500원', '[세트]볶음밥+미니탕수육 - 21,500원', '[세트]불고기잡채밥+미니탕수육 - 24,500원', '해물누룽지탕 - 20,000원', '짜장+군만두(4p) - 10,500원', '짬뽕+군만두(4p) - 12,500원', '볶음밥+군만두(4p) - 12,500원', '불고기잡채밥+군만두(4p) - 15,500원', '[1000원할인세트]짜장+짜장+미니탕수육 - 26,000원', '[세트]짜장+짬뽕+미니탕수육 - 28,000원', '[세트]짬뽕+짬뽕+미니탕수육 - 30,000원', '[세트]해물쟁반짜장+미니탕수육 - 37,000원', '[세트]해물쟁반짬뽕+미니탕수육 - 39,000원', '짜장+짜장+군만두(8p) - 21,000원', '크림짬뽕 - 10,000원', '짜장+짬뽕+군만두(8p) - 23,500원', '짬뽕+짬뽕+군만두(8p) - 25,000원', '해물쟁반짜장+군만두(8p) - 32,000원', '해물쟁반짬뽕+군만두(8p) - 34,000원', '청양고추짜장(보통) - 9,000원', '청양고추짜장(곱빼기) - 10,500원', '청양고추짬뽕(보통) - 11,000원', '청양고추짬뽕(곱빼기) - 12,500원', '해물짬뽕(보통) - 12,000원', '해물짬뽕(곱빼기) - 13,500원', '물만두(20개) - 5,000원', '해물백짬뽕(보통) - 12,000원', '해물백짬뽕(곱빼기) - 13,500원', '순두부짬뽕(보통) - 12,000원', '순두부짬뽕(곱빼기) - 13,500원', '마라짬뽕(보통) - 12,000원', '마라짬뽕(곱빼기) - 13,500원', '크림짬뽕(보통) - 12,000원', '크림짬뽕(곱빼기) - 13,500원', '해물쟁반짬뽕(2~3인) - 27,000원', '불고기잡채밥(보통) - 12,000원', '멘보샤 6개 - 8,000원', '불고기잡채밥(곱빼기) - 13,500원', '술안주 A set - 35,000원', '술안주 B set - 43,000원', '군만두 4개 - 3,000원', '술안주 C set - 45,000원', '술안주 D set - 58,000원', '술안주 E set - 79,000원', '겉바속촉 辛군만두(4ps) - 4,000원', '겉바속촉 辛군만두(8ps) - 8,000원', '촉촉한입 물만두(20ps) - 6,000원', '달달연유 꽃빵튀김(4ps) - 5,000원', '새우품은 멘보샤(6ps) - 9,000원', '짬뽕국물 - 1,000원', '공기밥 - 1,000원', '해물쟁반짜장 - 20,000원', '면사리 - 1,500원', '펩시 캔(355ml) - 2,000원', '칠성사이다 캔(355ml) - 2,000원', '탐스제로 파인애플뚱캔(355ml) - 2,000원', '탐스제로 오렌지 뚱캔(355ml) - 2,000원']",https://www.diningcode.com/profile.php?rid=iUM3dEn8RTpS,"['목: : 10:30 - 23:20', '금: 영업시간: 10:30 - 23:20', '토: 영업시간: 10:30 - 22:00', '일: 영업시간: 10:30 - 22:00', '월: 영업시간: 10:30 - 23:20', '화: 영업시간: 10:30 - 23:20', '수: 영업시간: 10:30 - 23:20']"
솔멕시,"<img alt=""솔멕시 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240913064407243_photo_b8771c7f7935.webp"" style=""width:100%; height:100%; object-fit:cover;""/>","<img alt=""솔멕시 대표 사진"" class=""scroll-to-photo-section button"" src=""https://d12zq4w4guyljn.cloudfront.net/750_750_20240913064407243_photo_b8771c7f7935.webp"" style=""width:100%; height:100%; object-fit:cover;""/>",서울특별시 성북구 동소문로6길 4-24,5.0,5.0,5.0,5.0,정보없음,리뷰 없음,정보없음,분위기 지역주민이찾는(3) 서민적인(2) 캐주얼한(2) 가성비좋은(1) 조용한(1)…더보기 이국적/이색적(1),"['솔 타코(2pcs) - 9,500원', '치킨 타코(2pcs) - 9,500원', 'SIX-치즈 퀘사디아 - 11,000원', '퀘사디아(치킨,비프 중 택1) - 12,000원', '부리또볼(치킨,비프, 포크 택1) - 11,500원', '유자 샐러드 - 6,500원', '바보 샐러드(바질,보코치니 샐러드) - 7,500원', '칠리 치즈 나초 or 감자튀김 - 8,500원', '버팔로 세트(다리4개 +윙4개) - 9,000원', '버팔로 감튀 세트 - 8,500원', '콜라 - 2,500원', '제로 콜라 - 2,500원', '치지치킨 타코(2pcs) - 9,500원', '사이다 - 2,500원', '자몽에이드 - 4,500원', '레몬에이드 - 4,500원', '청포도에이드 - 4,500원', '도스 에키스(추천) - 7,000원', '데카테 - 7,000원', '코로나 - 7,000원', '버드와이저 - 5,000원', '테라 - 4,500원', '생맥주(테라) - 5,000원', '비프 칠리 소시지 타코(2pcs) - 9,500원', '벨즈 하이볼 - 5,000원', '얼그레이 하이볼 - 5,500원', '베이컨잼 소시지 타코 - 9,500원', '새우 타코(2pcs) - 9,500원', 'ABC 타코(2pcs) - 9,500원', '스윗칠리 치킨타코 - 9,500원', '올 타코 - 14,000원', '올 미트(솔,치킨,ABC 각1pc) - 14,000원']",https://www.diningcode.com/profile.php?rid=jsI6A7fVENkN,"['목: : 16:00 - 22:00', '금: 영업시간: 16:00 - 22:00', '토: 영업시간: 12:00 - 22:00', '일: 영업시간: 12:00 - 22:00', '월: 영업시간: 16:00 - 22:00', '화: 영업시간: 16:00 - 22:00', '수: 영업시간: 16:00 - 22:00']"
